item_id,display_name,rarity,icon_path,is_cursed,is_unique,drop_pool,unlock_id,notes
item_water_common_01,물 일반 01,common,Icons/Items/water_common_01,FALSE,FALSE,default,,
item_water_common_02,물 일반 02,common,Icons/Items/water_common_02,FALSE,FALSE,default,,
item_water_common_03,물 일반 03,common,Icons/Items/water_common_03,FALSE,FALSE,default,,
item_water_common_04,물 일반 04,common,Icons/Items/water_common_04,FALSE,FALSE,default,,
item_water_common_05,물 일반 05,common,Icons/Items/water_common_05,FALSE,FALSE,default,,
item_water_common_06,물 일반 06,common,Icons/Items/water_common_06,FALSE,FALSE,default,,
item_water_common_07,물 일반 07,common,Icons/Items/water_common_07,FALSE,FALSE,default,,
item_water_common_08,물 일반 08,common,Icons/Items/water_common_08,FALSE,FALSE,default,,
item_water_common_09,물 일반 09,common,Icons/Items/water_common_09,FALSE,FALSE,default,,
item_water_common_10,물 일반 10,common,Icons/Items/water_common_10,FALSE,FALSE,default,,
item_water_rare_01,물 희귀 01,rare,Icons/Items/water_rare_01,FALSE,FALSE,default,,
item_water_rare_02,물 희귀 02,rare,Icons/Items/water_rare_02,FALSE,FALSE,default,,
item_water_rare_03,물 희귀 03,rare,Icons/Items/water_rare_03,FALSE,FALSE,default,,
item_water_rare_04,물 희귀 04,rare,Icons/Items/water_rare_04,FALSE,FALSE,default,,
item_water_rare_05,물 희귀 05,rare,Icons/Items/water_rare_05,FALSE,FALSE,default,,
item_water_rare_06,물 희귀 06,rare,Icons/Items/water_rare_06,FALSE,FALSE,default,,
item_water_rare_07,물 희귀 07,rare,Icons/Items/water_rare_07,FALSE,FALSE,default,,
item_water_rare_08,물 희귀 08,rare,Icons/Items/water_rare_08,FALSE,FALSE,default,,
item_water_epic_01,물 영웅 01,epic,Icons/Items/water_epic_01,FALSE,FALSE,default,,
item_water_epic_02,물 영웅 02,epic,Icons/Items/water_epic_02,FALSE,FALSE,default,,
item_water_epic_03,물 영웅 03,epic,Icons/Items/water_epic_03,FALSE,FALSE,default,,
item_water_epic_04,물 영웅 04,epic,Icons/Items/water_epic_04,FALSE,FALSE,default,,
item_water_epic_05,물 영웅 05,epic,Icons/Items/water_epic_05,FALSE,FALSE,default,,
item_water_legendary_01,물 전설 01,legendary,Icons/Items/water_legendary_01,FALSE,FALSE,default,,
item_water_legendary_02,물 전설 02,legendary,Icons/Items/water_legendary_02,FALSE,FALSE,default,,
item_nature_common_01,풀 일반 01,common,Icons/Items/nature_common_01,FALSE,FALSE,default,,
item_nature_common_02,풀 일반 02,common,Icons/Items/nature_common_02,FALSE,FALSE,default,,
item_nature_common_03,풀 일반 03,common,Icons/Items/nature_common_03,FALSE,FALSE,default,,
item_nature_common_04,풀 일반 04,common,Icons/Items/nature_common_04,FALSE,FALSE,default,,
item_nature_common_05,풀 일반 05,common,Icons/Items/nature_common_05,FALSE,FALSE,default,,
item_nature_common_06,풀 일반 06,common,Icons/Items/nature_common_06,FALSE,FALSE,default,,
item_nature_common_07,풀 일반 07,common,Icons/Items/nature_common_07,FALSE,FALSE,default,,
item_nature_common_08,풀 일반 08,common,Icons/Items/nature_common_08,FALSE,FALSE,default,,
item_nature_common_09,풀 일반 09,common,Icons/Items/nature_common_09,FALSE,FALSE,default,,
item_nature_common_10,풀 일반 10,common,Icons/Items/nature_common_10,FALSE,FALSE,default,,
item_nature_rare_01,풀 희귀 01,rare,Icons/Items/nature_rare_01,FALSE,FALSE,default,,
item_nature_rare_02,풀 희귀 02,rare,Icons/Items/nature_rare_02,FALSE,FALSE,default,,
item_nature_rare_03,풀 희귀 03,rare,Icons/Items/nature_rare_03,FALSE,FALSE,default,,
item_nature_rare_04,풀 희귀 04,rare,Icons/Items/nature_rare_04,FALSE,FALSE,default,,
item_nature_rare_05,풀 희귀 05,rare,Icons/Items/nature_rare_05,FALSE,FALSE,default,,
item_nature_rare_06,풀 희귀 06,rare,Icons/Items/nature_rare_06,FALSE,FALSE,default,,
item_nature_rare_07,풀 희귀 07,rare,Icons/Items/nature_rare_07,FALSE,FALSE,default,,
item_nature_rare_08,풀 희귀 08,rare,Icons/Items/nature_rare_08,FALSE,FALSE,default,,
item_nature_epic_01,풀 영웅 01,epic,Icons/Items/nature_epic_01,FALSE,FALSE,default,,
item_nature_epic_02,풀 영웅 02,epic,Icons/Items/nature_epic_02,FALSE,FALSE,default,,
item_nature_epic_03,풀 영웅 03,epic,Icons/Items/nature_epic_03,FALSE,FALSE,default,,
item_nature_epic_04,풀 영웅 04,epic,Icons/Items/nature_epic_04,FALSE,FALSE,default,,
item_nature_epic_05,풀 영웅 05,epic,Icons/Items/nature_epic_05,FALSE,FALSE,default,,
item_nature_legendary_01,풀 전설 01,legendary,Icons/Items/nature_legendary_01,FALSE,FALSE,default,,
item_nature_legendary_02,풀 전설 02,legendary,Icons/Items/nature_legendary_02,FALSE,FALSE,default,,
item_earth_common_01,땅 일반 01,common,Icons/Items/earth_common_01,FALSE,FALSE,default,,
item_earth_common_02,땅 일반 02,common,Icons/Items/earth_common_02,FALSE,FALSE,default,,
item_earth_common_03,땅 일반 03,common,Icons/Items/earth_common_03,FALSE,FALSE,default,,
item_earth_common_04,땅 일반 04,common,Icons/Items/earth_common_04,FALSE,FALSE,default,,
item_earth_common_05,땅 일반 05,common,Icons/Items/earth_common_05,FALSE,FALSE,default,,
item_earth_common_06,땅 일반 06,common,Icons/Items/earth_common_06,FALSE,FALSE,default,,
item_earth_common_07,땅 일반 07,common,Icons/Items/earth_common_07,FALSE,FALSE,default,,
item_earth_common_08,땅 일반 08,common,Icons/Items/earth_common_08,FALSE,FALSE,default,,
item_earth_common_09,땅 일반 09,common,Icons/Items/earth_common_09,FALSE,FALSE,default,,
item_earth_common_10,땅 일반 10,common,Icons/Items/earth_common_10,FALSE,FALSE,default,,
item_earth_rare_01,땅 희귀 01,rare,Icons/Items/earth_rare_01,FALSE,FALSE,default,,
item_earth_rare_02,땅 희귀 02,rare,Icons/Items/earth_rare_02,FALSE,FALSE,default,,
item_earth_rare_03,땅 희귀 03,rare,Icons/Items/earth_rare_03,FALSE,FALSE,default,,
item_earth_rare_04,땅 희귀 04,rare,Icons/Items/earth_rare_04,FALSE,FALSE,default,,
item_earth_rare_05,땅 희귀 05,rare,Icons/Items/earth_rare_05,FALSE,FALSE,default,,
item_earth_rare_06,땅 희귀 06,rare,Icons/Items/earth_rare_06,FALSE,FALSE,default,,
item_earth_rare_07,땅 희귀 07,rare,Icons/Items/earth_rare_07,FALSE,FALSE,default,,
item_earth_rare_08,땅 희귀 08,rare,Icons/Items/earth_rare_08,FALSE,FALSE,default,,
item_earth_epic_01,땅 영웅 01,epic,Icons/Items/earth_epic_01,FALSE,FALSE,default,,
item_earth_epic_02,땅 영웅 02,epic,Icons/Items/earth_epic_02,FALSE,FALSE,default,,
item_earth_epic_03,땅 영웅 03,epic,Icons/Items/earth_epic_03,FALSE,FALSE,default,,
item_earth_epic_04,땅 영웅 04,epic,Icons/Items/earth_epic_04,FALSE,FALSE,default,,
item_earth_epic_05,땅 영웅 05,epic,Icons/Items/earth_epic_05,FALSE,FALSE,default,,
item_earth_legendary_01,땅 전설 01,legendary,Icons/Items/earth_legendary_01,FALSE,FALSE,default,,
item_earth_legendary_02,땅 전설 02,legendary,Icons/Items/earth_legendary_02,FALSE,FALSE,default,,
item_lightning_common_01,번개 일반 01,common,Icons/Items/lightning_common_01,FALSE,FALSE,default,,
item_lightning_common_02,번개 일반 02,common,Icons/Items/lightning_common_02,FALSE,FALSE,default,,
item_lightning_common_03,번개 일반 03,common,Icons/Items/lightning_common_03,FALSE,FALSE,default,,
item_lightning_common_04,번개 일반 04,common,Icons/Items/lightning_common_04,FALSE,FALSE,default,,
item_lightning_common_05,번개 일반 05,common,Icons/Items/lightning_common_05,FALSE,FALSE,default,,
item_lightning_common_06,번개 일반 06,common,Icons/Items/lightning_common_06,FALSE,FALSE,default,,
item_lightning_common_07,번개 일반 07,common,Icons/Items/lightning_common_07,FALSE,FALSE,default,,
item_lightning_common_08,번개 일반 08,common,Icons/Items/lightning_common_08,FALSE,FALSE,default,,
item_lightning_common_09,번개 일반 09,common,Icons/Items/lightning_common_09,FALSE,FALSE,default,,
item_lightning_common_10,번개 일반 10,common,Icons/Items/lightning_common_10,FALSE,FALSE,default,,
item_lightning_rare_01,번개 희귀 01,rare,Icons/Items/lightning_rare_01,FALSE,FALSE,default,,
item_lightning_rare_02,번개 희귀 02,rare,Icons/Items/lightning_rare_02,FALSE,FALSE,default,,
item_lightning_rare_03,번개 희귀 03,rare,Icons/Items/lightning_rare_03,FALSE,FALSE,default,,
item_lightning_rare_04,번개 희귀 04,rare,Icons/Items/lightning_rare_04,FALSE,FALSE,default,,
item_lightning_rare_05,번개 희귀 05,rare,Icons/Items/lightning_rare_05,FALSE,FALSE,default,,
item_lightning_rare_06,번개 희귀 06,rare,Icons/Items/lightning_rare_06,FALSE,FALSE,default,,
item_lightning_rare_07,번개 희귀 07,rare,Icons/Items/lightning_rare_07,FALSE,FALSE,default,,
item_lightning_rare_08,번개 희귀 08,rare,Icons/Items/lightning_rare_08,FALSE,FALSE,default,,
item_lightning_epic_01,번개 영웅 01,epic,Icons/Items/lightning_epic_01,FALSE,FALSE,default,,
item_lightning_epic_02,번개 영웅 02,epic,Icons/Items/lightning_epic_02,FALSE,FALSE,default,,
item_lightning_epic_03,번개 영웅 03,epic,Icons/Items/lightning_epic_03,FALSE,FALSE,default,,
item_lightning_epic_04,번개 영웅 04,epic,Icons/Items/lightning_epic_04,FALSE,FALSE,default,,
item_lightning_epic_05,번개 영웅 05,epic,Icons/Items/lightning_epic_05,FALSE,FALSE,default,,
item_lightning_legendary_01,번개 전설 01,legendary,Icons/Items/lightning_legendary_01,FALSE,FALSE,default,,
item_lightning_legendary_02,번개 전설 02,legendary,Icons/Items/lightning_legendary_02,FALSE,FALSE,default,,
item_poison_common_01,독 일반 01,common,Icons/Items/poison_common_01,FALSE,FALSE,default,,
item_poison_common_02,독 일반 02,common,Icons/Items/poison_common_02,FALSE,FALSE,default,,
item_poison_common_03,독 일반 03,common,Icons/Items/poison_common_03,FALSE,FALSE,default,,
item_poison_common_04,독 일반 04,common,Icons/Items/poison_common_04,FALSE,FALSE,default,,
item_poison_common_05,독 일반 05,common,Icons/Items/poison_common_05,FALSE,FALSE,default,,
item_poison_common_06,독 일반 06,common,Icons/Items/poison_common_06,FALSE,FALSE,default,,
item_poison_common_07,독 일반 07,common,Icons/Items/poison_common_07,FALSE,FALSE,default,,
item_poison_common_08,독 일반 08,common,Icons/Items/poison_common_08,FALSE,FALSE,default,,
item_poison_common_09,독 일반 09,common,Icons/Items/poison_common_09,FALSE,FALSE,default,,
item_poison_common_10,독 일반 10,common,Icons/Items/poison_common_10,FALSE,FALSE,default,,
item_poison_rare_01,독 희귀 01,rare,Icons/Items/poison_rare_01,FALSE,FALSE,default,,
item_poison_rare_02,독 희귀 02,rare,Icons/Items/poison_rare_02,FALSE,FALSE,default,,
item_poison_rare_03,독 희귀 03,rare,Icons/Items/poison_rare_03,FALSE,FALSE,default,,
item_poison_rare_04,독 희귀 04,rare,Icons/Items/poison_rare_04,FALSE,FALSE,default,,
item_poison_rare_05,독 희귀 05,rare,Icons/Items/poison_rare_05,FALSE,FALSE,default,,
item_poison_rare_06,독 희귀 06,rare,Icons/Items/poison_rare_06,FALSE,FALSE,default,,
item_poison_rare_07,독 희귀 07,rare,Icons/Items/poison_rare_07,FALSE,FALSE,default,,
item_poison_rare_08,독 희귀 08,rare,Icons/Items/poison_rare_08,FALSE,FALSE,default,,
item_poison_epic_01,독 영웅 01,epic,Icons/Items/poison_epic_01,FALSE,FALSE,default,,
item_poison_epic_02,독 영웅 02,epic,Icons/Items/poison_epic_02,FALSE,FALSE,default,,
item_poison_epic_03,독 영웅 03,epic,Icons/Items/poison_epic_03,FALSE,FALSE,default,,
item_poison_epic_04,독 영웅 04,epic,Icons/Items/poison_epic_04,FALSE,FALSE,default,,
item_poison_epic_05,독 영웅 05,epic,Icons/Items/poison_epic_05,FALSE,FALSE,default,,
item_poison_legendary_01,독 전설 01,legendary,Icons/Items/poison_legendary_01,FALSE,FALSE,default,,
item_poison_legendary_02,독 전설 02,legendary,Icons/Items/poison_legendary_02,FALSE,FALSE,default,,
item_dark_common_01,어둠 일반 01,common,Icons/Items/dark_common_01,FALSE,FALSE,default,,
item_dark_common_02,어둠 일반 02,common,Icons/Items/dark_common_02,FALSE,FALSE,default,,
item_dark_common_03,어둠 일반 03,common,Icons/Items/dark_common_03,FALSE,FALSE,default,,
item_dark_common_04,어둠 일반 04,common,Icons/Items/dark_common_04,FALSE,FALSE,default,,
item_dark_common_05,어둠 일반 05,common,Icons/Items/dark_common_05,FALSE,FALSE,default,,
item_dark_common_06,어둠 일반 06,common,Icons/Items/dark_common_06,FALSE,FALSE,default,,
item_dark_common_07,어둠 일반 07,common,Icons/Items/dark_common_07,FALSE,FALSE,default,,
item_dark_common_08,어둠 일반 08,common,Icons/Items/dark_common_08,FALSE,FALSE,default,,
item_dark_common_09,어둠 일반 09,common,Icons/Items/dark_common_09,FALSE,FALSE,default,,
item_dark_common_10,어둠 일반 10,common,Icons/Items/dark_common_10,FALSE,FALSE,default,,
item_dark_rare_01,어둠 희귀 01,rare,Icons/Items/dark_rare_01,FALSE,FALSE,default,,
item_dark_rare_02,어둠 희귀 02,rare,Icons/Items/dark_rare_02,FALSE,FALSE,default,,
item_dark_rare_03,어둠 희귀 03,rare,Icons/Items/dark_rare_03,FALSE,FALSE,default,,
item_dark_rare_04,어둠 희귀 04,rare,Icons/Items/dark_rare_04,FALSE,FALSE,default,,
item_dark_rare_05,어둠 희귀 05,rare,Icons/Items/dark_rare_05,FALSE,FALSE,default,,
item_dark_rare_06,어둠 희귀 06,rare,Icons/Items/dark_rare_06,FALSE,FALSE,default,,
item_dark_rare_07,어둠 희귀 07,rare,Icons/Items/dark_rare_07,FALSE,FALSE,default,,
item_dark_rare_08,어둠 희귀 08,rare,Icons/Items/dark_rare_08,FALSE,FALSE,default,,
item_dark_epic_01,어둠 영웅 01,epic,Icons/Items/dark_epic_01,FALSE,FALSE,default,,
item_dark_epic_02,어둠 영웅 02,epic,Icons/Items/dark_epic_02,FALSE,FALSE,default,,
item_dark_epic_03,어둠 영웅 03,epic,Icons/Items/dark_epic_03,FALSE,FALSE,default,,
item_dark_epic_04,어둠 영웅 04,epic,Icons/Items/dark_epic_04,FALSE,FALSE,default,,
item_dark_epic_05,어둠 영웅 05,epic,Icons/Items/dark_epic_05,FALSE,FALSE,default,,
item_dark_legendary_01,어둠 전설 01,legendary,Icons/Items/dark_legendary_01,FALSE,FALSE,default,,
item_dark_legendary_02,어둠 전설 02,legendary,Icons/Items/dark_legendary_02,FALSE,FALSE,default,,
item_neutral_common_01,무 일반 01,common,Icons/Items/neutral_common_01,FALSE,FALSE,default,,
item_neutral_common_02,무 일반 02,common,Icons/Items/neutral_common_02,FALSE,FALSE,default,,
item_neutral_common_03,무 일반 03,common,Icons/Items/neutral_common_03,FALSE,FALSE,default,,
item_neutral_common_04,무 일반 04,common,Icons/Items/neutral_common_04,FALSE,FALSE,default,,
item_neutral_common_05,무 일반 05,common,Icons/Items/neutral_common_05,FALSE,FALSE,default,,
item_neutral_common_06,무 일반 06,common,Icons/Items/neutral_common_06,FALSE,FALSE,default,,
item_neutral_common_07,무 일반 07,common,Icons/Items/neutral_common_07,FALSE,FALSE,default,,
item_neutral_common_08,무 일반 08,common,Icons/Items/neutral_common_08,FALSE,FALSE,default,,
item_neutral_common_09,무 일반 09,common,Icons/Items/neutral_common_09,FALSE,FALSE,default,,
item_neutral_common_10,무 일반 10,common,Icons/Items/neutral_common_10,FALSE,FALSE,default,,
item_neutral_rare_01,무 희귀 01,rare,Icons/Items/neutral_rare_01,FALSE,FALSE,default,,
item_neutral_rare_02,무 희귀 02,rare,Icons/Items/neutral_rare_02,FALSE,FALSE,default,,
item_neutral_rare_03,무 희귀 03,rare,Icons/Items/neutral_rare_03,FALSE,FALSE,default,,
item_neutral_rare_04,무 희귀 04,rare,Icons/Items/neutral_rare_04,FALSE,FALSE,default,,
item_neutral_rare_05,무 희귀 05,rare,Icons/Items/neutral_rare_05,FALSE,FALSE,default,,
item_neutral_rare_06,무 희귀 06,rare,Icons/Items/neutral_rare_06,FALSE,FALSE,default,,
item_neutral_rare_07,무 희귀 07,rare,Icons/Items/neutral_rare_07,FALSE,FALSE,default,,
item_neutral_rare_08,무 희귀 08,rare,Icons/Items/neutral_rare_08,FALSE,FALSE,default,,
item_neutral_epic_01,무 영웅 01,epic,Icons/Items/neutral_epic_01,FALSE,FALSE,default,,
item_neutral_epic_02,무 영웅 02,epic,Icons/Items/neutral_epic_02,FALSE,FALSE,default,,
item_neutral_epic_03,무 영웅 03,epic,Icons/Items/neutral_epic_03,FALSE,FALSE,default,,
item_neutral_epic_04,무 영웅 04,epic,Icons/Items/neutral_epic_04,FALSE,FALSE,default,,
item_neutral_epic_05,무 영웅 05,epic,Icons/Items/neutral_epic_05,FALSE,FALSE,default,,
item_neutral_legendary_01,무 전설 01,legendary,Icons/Items/neutral_legendary_01,FALSE,FALSE,default,,
item_neutral_legendary_02,무 전설 02,legendary,Icons/Items/neutral_legendary_02,FALSE,FALSE,default,,
item_curse_common_01,저주 일반 01,common,Icons/Items/curse_common_01,TRUE,FALSE,default,,
item_curse_common_02,저주 일반 02,common,Icons/Items/curse_common_02,TRUE,FALSE,default,,
item_curse_common_03,저주 일반 03,common,Icons/Items/curse_common_03,TRUE,FALSE,default,,
item_curse_common_04,저주 일반 04,common,Icons/Items/curse_common_04,TRUE,FALSE,default,,
item_curse_common_05,저주 일반 05,common,Icons/Items/curse_common_05,TRUE,FALSE,default,,
item_curse_common_06,저주 일반 06,common,Icons/Items/curse_common_06,TRUE,FALSE,default,,
item_curse_common_07,저주 일반 07,common,Icons/Items/curse_common_07,TRUE,FALSE,default,,
item_curse_common_08,저주 일반 08,common,Icons/Items/curse_common_08,TRUE,FALSE,default,,
item_curse_common_09,저주 일반 09,common,Icons/Items/curse_common_09,TRUE,FALSE,default,,
item_curse_common_10,저주 일반 10,common,Icons/Items/curse_common_10,TRUE,FALSE,default,,
item_curse_rare_01,저주 희귀 01,rare,Icons/Items/curse_rare_01,TRUE,FALSE,default,,
item_curse_rare_02,저주 희귀 02,rare,Icons/Items/curse_rare_02,TRUE,FALSE,default,,
item_curse_rare_03,저주 희귀 03,rare,Icons/Items/curse_rare_03,TRUE,FALSE,default,,
item_curse_rare_04,저주 희귀 04,rare,Icons/Items/curse_rare_04,TRUE,FALSE,default,,
item_curse_rare_05,저주 희귀 05,rare,Icons/Items/curse_rare_05,TRUE,FALSE,default,,
item_curse_rare_06,저주 희귀 06,rare,Icons/Items/curse_rare_06,TRUE,FALSE,default,,
item_curse_rare_07,저주 희귀 07,rare,Icons/Items/curse_rare_07,TRUE,FALSE,default,,
item_curse_rare_08,저주 희귀 08,rare,Icons/Items/curse_rare_08,TRUE,FALSE,default,,
item_curse_epic_01,저주 영웅 01,epic,Icons/Items/curse_epic_01,TRUE,FALSE,default,,
item_curse_epic_02,저주 영웅 02,epic,Icons/Items/curse_epic_02,TRUE,FALSE,default,,
item_curse_epic_03,저주 영웅 03,epic,Icons/Items/curse_epic_03,TRUE,FALSE,default,,
item_curse_epic_04,저주 영웅 04,epic,Icons/Items/curse_epic_04,TRUE,FALSE,default,,
item_curse_epic_05,저주 영웅 05,epic,Icons/Items/curse_epic_05,TRUE,FALSE,default,,
item_curse_legendary_01,저주 전설 01,legendary,Icons/Items/curse_legendary_01,TRUE,FALSE,default,,
item_curse_legendary_02,저주 전설 02,legendary,Icons/Items/curse_legendary_02,TRUE,FALSE,default,,
